ID,name,source ref,source type,mapping type,target_ID,target name,target ref,target type,STIX ID,created,last modified
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,relationship--5f00edf9-fcfc-4514-8d06-bc69f91f9260,14 December 2017,17 July 2019
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1055,Process Injection,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,technique,relationship--36af6d80-fef4-40b9-9b32-a2947eadd9e7,19 June 2020,19 June 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1216.001,PubPrn,attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58,technique,relationship--36f3f6df-5007-4075-84a3-9708132f1468,18 April 2018,06 February 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1012,Query Registry,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,technique,relationship--46144407-0f14-4358-8d4e-23b3ef13cb4e,01 April 2019,17 July 2019
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1547.001,Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,technique,relationship--f4a0f496-b47c-4bdf-affb-b57fb17203db,31 January 2019,17 July 2019
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1218.010,Regsvr32,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,technique,relationship--dfcc52d8-4664-48c4-9e35-2be2cd649d93,14 December 2017,19 June 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1018,Remote System Discovery,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,technique,relationship--a6080757-7935-439b-b70f-72ba841cda03,31 January 2019,29 June 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1036.003,Rename System Utilities,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,technique,relationship--9932d0d8-ad06-4a4f-8acf-1502c2b5f009,17 March 2020,18 March 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1218.011,Rundll32,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,technique,relationship--749fb1ed-d73c-4317-8c0f-6c059cff094f,19 June 2020,19 June 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1021.002,SMB/Windows Admin Shares,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,technique,relationship--bfdffc50-dba0-41d1-a332-0a02a0a8de07,31 January 2019,17 July 2019
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1053.005,Scheduled Task,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,technique,relationship--98908617-068d-4b6e-bcba-ad213c137b1e,14 December 2017,28 March 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1569.002,Service Execution,attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4,technique,relationship--a491cb90-9480-450b-9a57-55b95b249d31,01 April 2019,17 July 2019
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1585.001,Social Media Accounts,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,technique,relationship--e122b9fa-d722-4ee8-a5d7-0e585277676d,24 November 2020,24 November 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1072,Software Deployment Tools,attack-pattern--92a78814-b191-47ca-909c-1ccfe3777414,technique,relationship--1d3654f8-3a5e-4ef8-826f-4242ecf78c0a,14 December 2017,17 March 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,relationship--3a8d8063-3f4d-420d-8c72-2b99077aa487,17 October 2018,24 September 2021
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1566.002,Spearphishing Link,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,technique,relationship--5758382a-2ada-4d05-ad25-8ee802a9e041,31 January 2019,24 September 2021
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1598.003,Spearphishing Link,attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230,technique,relationship--5bc091f3-0059-4eab-ab68-5e4474108fdf,24 November 2020,24 November 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1082,System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,technique,relationship--43809fa9-dbe2-4429-875e-f0828563d6aa,17 October 2018,19 June 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1016,System Network Configuration Discovery,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,technique,relationship--cbc1d2d8-aac7-498a-a034-f0a672977c11,31 January 2019,17 July 2019
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1049,System Network Connections Discovery,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,technique,relationship--db852d3d-7f78-43b9-bd14-3f2d11c22863,31 January 2019,17 July 2019
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1033,System Owner/User Discovery,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,technique,relationship--40032198-f003-4171-92a0-faf038f62a0b,17 October 2018,19 June 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1070.006,Timestomp,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,technique,relationship--71a8ae5e-3a78-49b5-9857-e202d636cedf,14 December 2017,19 June 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1588.002,Tool,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,technique,relationship--bfa11036-022f-49b3-a6bd-7cf2083a264e,12 October 2021,12 October 2021
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1608.001,Upload Malware,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,technique,relationship--9ed7e90a-8034-48eb-8444-9ec29941a7b8,20 April 2021,20 April 2021
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1059.005,Visual Basic,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,technique,relationship--b019ea9e-afc4-4015-b690-677a09178feb,17 March 2020,17 March 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1071.001,Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,technique,relationship--79057890-3cd0-4124-8b35-b86db6b4f9d7,16 January 2018,19 June 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1102,Web Service,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,technique,relationship--fdf8d947-f896-4797-9c6f-00b211a602a6,24 November 2020,24 November 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1583.006,Web Services,attack-pattern--88d31120-5bc7-4ce3-a9c0-7cf147be8e54,technique,relationship--c16c1ef2-2356-4987-bd9e-2cdaa007281a,24 November 2020,24 November 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1505.003,Web Shell,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,technique,relationship--c7017855-dc52-4e9d-977f-3af701e094c8,16 January 2018,18 March 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1059.003,Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,technique,relationship--46e6fd22-1f0b-452c-bcf3-c24fe5911fd4,24 April 2019,17 March 2020
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1047,Windows Management Instrumentation,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,technique,relationship--18e8e653-d924-4fed-a33f-7893cf8a683b,31 January 2019,17 July 2019
G0050,APT32,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,group,uses,T1543.003,Windows Service,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,technique,relationship--9cacb002-a04a-4779-997e-0cc9efaabda2,25 March 2020,25 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1560.001,Archive via Utility,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,technique,relationship--1f48a517-c041-4845-9aba-2dce4f559b56,10 April 2019,30 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1003.005,Cached Domain Credentials,attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530,technique,relationship--176244be-553b-48ac-8e38-9b006d6c360e,19 March 2020,19 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1078.004,Cloud Accounts,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,technique,relationship--e93a3bf7-2ca4-42ed-872a-f9f0f8458936,22 June 2020,29 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1552.001,Credentials In Files,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,technique,relationship--16952ba0-4fae-450b-990c-2b771efbd60f,19 March 2020,19 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1555,Credentials from Password Stores,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0,technique,relationship--9c555aa7-87fa-4c5d-9224-a61cd0d0157f,19 March 2020,19 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1555.003,Credentials from Web Browsers,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8,technique,relationship--3baf9dda-1286-4a3b-874b-7a04f0172aae,19 March 2020,19 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,attack-pattern--fb8d023d-45be-47e9-bc51-f56bcae6435b,technique,relationship--a501c3c3-66f7-4128-bf47-b6bf816d5411,12 April 2019,16 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1203,Exploitation for Client Execution,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,technique,relationship--e948752d-c4a1-4678-97e4-2bd11563115e,10 April 2019,22 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1068,Exploitation for Privilege Escalation,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839,technique,relationship--f72d9afb-4eb1-4030-9d91-938f80c4bf6e,17 April 2019,28 June 2019
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1552.006,Group Policy Preferences,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e,technique,relationship--3ca3a169-177b-44aa-b9c1-40e605f8edad,19 March 2020,19 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,relationship--a06ada98-605a-47c5-9362-41e86c2ada6e,10 April 2019,22 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1003.004,LSA Secrets,attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc,technique,relationship--990e1dac-f103-47c0-91d8-a5238ffc6b99,19 March 2020,19 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1003.001,LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,technique,relationship--5fd13ed0-28df-4131-a653-0fa5a760ff95,10 April 2019,19 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,relationship--ed0428f5-d354-4827-8f9a-95177ce0a1cb,22 June 2020,22 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1204.001,Malicious Link,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,technique,relationship--f6cd8be3-3145-4088-ae9d-d006be865c01,17 October 2018,12 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1040,Network Sniffing,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,technique,relationship--b1ca60ac-cef2-467e-843c-5732d8885626,10 April 2019,28 June 2019
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1571,Non-Standard Port,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,technique,relationship--e6b9c4c1-3b84-4957-8533-f96a92dcab2a,30 March 2020,30 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1027,Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,technique,relationship--3f29b80a-0444-4664-8faa-58a39de9264e,17 April 2019,28 June 2019
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1110.003,Password Spraying,attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c,technique,relationship--8b5691c7-1815-4d76-a7dd-dfd827043bb9,18 April 2019,22 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,relationship--cd69ba48-b716-4278-b1a0-2efd3bd2d4de,10 April 2019,22 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1547.001,Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,technique,relationship--d15c3d84-9e21-41ac-9728-f97183b63ec6,12 April 2019,30 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1053.005,Scheduled Task,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,technique,relationship--9a380085-30dd-4a57-bd52-f85acd584e43,12 April 2019,28 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,relationship--54fd87c2-7d29-422f-bf92-96e7d603563f,22 June 2020,22 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1566.002,Spearphishing Link,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,technique,relationship--639e7b8d-57d7-4c1d-8f42-1496606ea666,18 April 2018,28 June 2019
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1132.001,Standard Encoding,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,technique,relationship--e1492807-b520-412b-9df7-105aefc29deb,17 April 2019,20 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1573.001,Symmetric Cryptography,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,technique,relationship--e053cb07-3e4d-41a1-85a6-38cd2ac0e6ea,17 April 2019,20 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1588.002,Tool,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,technique,relationship--aa82f131-3eeb-4d1a-9f2e-bb2efcc7470b,26 May 2021,26 May 2021
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1078,Valid Accounts,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,technique,relationship--d3d44322-8902-4f56-8625-fb14557c0ca8,18 April 2018,28 June 2019
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1059.005,Visual Basic,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,technique,relationship--e0d647cf-69a0-416f-8db4-cfd72fbd6ad3,22 June 2020,22 June 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1071.001,Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,technique,relationship--bf7102db-9b22-4534-ac52-83d95152c242,12 April 2019,17 March 2020
G0064,APT33,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,group,uses,T1546.003,Windows Management Instrumentation Event Subscription,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58,technique,relationship--9e1bb696-e1f0-46d3-ab91-79280323d711,22 June 2020,22 June 2020
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1123,Audio Capture,attack-pattern--1035cdf2-3e5f-446f-a7a7-e8f6d7925967,technique,relationship--e66427b2-f353-446a-aedf-decccb926172,18 April 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1102.002,Bidirectional Communication,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,technique,relationship--32bb5463-c8b5-4ba1-bc13-b242548d5aba,18 April 2018,20 March 2020
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1548.002,Bypass User Account Control,attack-pattern--120d5519-3098-4e1c-9191-2aa61232f073,technique,relationship--4a8f7699-3bcd-4586-b029-f43756681805,04 June 2019,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1059,Command and Scripting Interpreter,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,technique,relationship--b906b0a1-12a3-4d6f-82ec-d72a4ef711b4,01 October 2021,15 October 2021
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1555.003,Credentials from Web Browsers,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8,technique,relationship--5e596415-354e-4ccc-bc9d-3deb3fe5de1e,18 April 2018,19 March 2020
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,relationship--665d8625-e2d1-45d5-b5e3-d9bc0e242e7d,18 April 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1561.002,Disk Structure Wipe,attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9,technique,relationship--fcb6fc55-8fa6-4ec7-a5a3-51de7dd90c1d,18 April 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1189,Drive-by Compromise,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,technique,relationship--a6d35df2-0711-4b18-b733-6200467056ec,18 April 2018,15 October 2021
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1559.002,Dynamic Data Exchange,attack-pattern--232a7e42-cd6e-4902-8fe9-2960f529dd4d,technique,relationship--7fe2431d-30b9-45ef-8857-ecef17e428a9,18 April 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1203,Exploitation for Client Execution,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,technique,relationship--857b5ce3-0eb0-4dae-a034-42cfa306a447,18 April 2018,15 October 2021
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,relationship--197a0e84-5361-49cc-8e14-24c331665862,18 April 2018,15 October 2021
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1036.001,Invalid Code Signature,attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52,technique,relationship--490cc52d-1f6d-45d2-aa0e-2221264c0de0,18 April 2018,13 August 2020
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,relationship--47415b89-a254-49a8-95c4-7efae85cac2c,18 April 2018,16 March 2020
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1106,Native API,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,technique,relationship--82c9b9a1-5fbe-49e5-8685-12a03a66ef8d,17 October 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1027,Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,technique,relationship--9d88636c-32f1-4ea4-b7d9-948e48055d37,17 October 2018,15 October 2021
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1120,Peripheral Device Discovery,attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643,technique,relationship--09c8ec4f-c76b-4a36-994f-4ed4d87b7ad8,04 June 2019,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1057,Process Discovery,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,technique,relationship--a9b92f28-c273-48cf-8ee6-dfa6c240cda9,17 October 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1055,Process Injection,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,technique,relationship--86f8bebc-a5fc-43d7-9af0-0024e07ca8d1,17 October 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1059.006,Python,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,technique,relationship--0d4145da-e755-465f-a6fe-057ce43c627d,01 October 2021,15 October 2021
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1547.001,Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,technique,relationship--0500bac5-bc50-4529-ae5f-b4e1a85fa7d7,18 April 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1053.005,Scheduled Task,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,technique,relationship--f540a7ab-541a-44a5-8b6a-96b42b044d5b,01 October 2021,15 October 2021
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,relationship--d0061edc-becf-4ce9-ae91-5e1816d4a894,18 April 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1027.003,Steganography,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,technique,relationship--1fedf226-02b4-4634-a7bf-4dac49bd97a3,05 February 2020,05 February 2020
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1082,System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,technique,relationship--3ee8862f-2595-462e-8df8-aab639314b65,17 October 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1033,System Owner/User Discovery,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,technique,relationship--4b253464-5a8b-4129-ab1b-ab888314f900,17 October 2018,09 September 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1529,System Shutdown/Reboot,attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc,technique,relationship--63759ea4-5bf1-408d-a1cc-e7f52e3aca1b,04 October 2019,04 October 2019
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1059.005,Visual Basic,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,technique,relationship--e7e7718a-b0e1-48cb-a9e8-bcbd0cf25cec,17 March 2020,23 June 2020
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1071.001,Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,technique,relationship--1e363612-b503-47b2-b697-daf75ef3740a,17 October 2018,17 March 2020
G0067,APT37,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,group,uses,T1059.003,Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,technique,relationship--cae6bbd0-d00e-4cc4-872a-d3ac9cc97684,18 April 2018,17 March 2020
G0082,APT38,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,group,uses,T1217,Browser Information Discovery,attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7,technique,relationship--658f822e-f11c-4c36-8097-8dd21f45b42e,29 September 2021,29 September 2021
G0082,APT38,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,group,uses,T1110,Brute Force,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,technique,relationship--7efb7077-5119-4508-b467-f7da76cc6df6,29 September 2021,29 September 2021
G0082,APT38,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,group,uses,T1070.001,Clear Windows Event Logs,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2,technique,relationship--69b349cf-c086-497b-8339-514d4a448bfe,29 January 2019,18 February 2020
G0082,APT38,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,group,uses,T1115,Clipboard Data,attack-pattern--30973a08-aed9-4edf-8604-9084ce1b5c4f,technique,relationship--b2a83e1d-f6e8-4cdc-a96e-7bca9a48dfb2,29 January 2019,09 September 2019
G0082,APT38,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,group,uses,T1218.001,Compiled HTML File,attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d,technique,relationship--cbd7249a-918d-436b-805a-0199eed6567a,18 January 2022,18 January 2022
