ID,name,source_ref,source_type,mapping_type,target_ID,target_name,target ref,target_type,mapping description,STIX ID,created,last modified
G0098,BlackTech,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,group,uses,S0696,Flagpro,malware--592260fb-dd5c-4a30-8d99-106a0485be0d,software,(Citation: NTT Security Flagpro new December 2021),relationship--ca856513-b1ac-46d4-8b24-eafed59bd5f0,25 March 2022,25 March 2022
G0098,BlackTech,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,group,uses,S0437,Kivars,malware--b2d134a1-7bd5-4293-94d4-8fc978cb1cd7,software,(Citation: TrendMicro BlackTech June 2017)(Citation: Symantec Palmerworm Sep 2020),relationship--28ee4a1e-1e63-4c72-8424-4f923b074ad9,06 May 2020,25 March 2022
G0098,BlackTech,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,group,uses,S0435,PLEAD,malware--b57f419e-8b12-49d3-886b-145383725dcd,software,(Citation: TrendMicro BlackTech June 2017)(Citation: JPCert PLEAD Downloader June 2018)(Citation: Trend Micro Waterbear December 2019)(Citation: Symantec Palmerworm Sep 2020),relationship--036f4704-ce28-49cf-bb57-e4ce5079981e,06 May 2020,25 March 2022
G0098,BlackTech,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: Symantec Palmerworm Sep 2020),relationship--36f159f7-5018-4889-a540-98e3ac242602,25 March 2022,25 March 2022
G0098,BlackTech,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,group,uses,S0436,TSCookie,malware--76ac7989-c5cc-42e2-93e3-d6c476f01ace,software,(Citation: JPCert TSCookie March 2018),relationship--c756d00a-9ca0-435e-b226-bff2c123b390,06 May 2020,06 May 2020
G0098,BlackTech,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,group,uses,S0579,Waterbear,malware--f3f1fbed-7e29-49cb-8579-4a378f858deb,software,(Citation: Trend Micro Waterbear December 2019),relationship--d14e6464-a6c5-4554-a463-88e267828397,22 February 2021,22 February 2021
G0108,Blue Mockingbird,intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: RedCanary Mockingbird May 2020),relationship--47e9267e-e84d-43b6-992a-5f42d39c45bb,27 May 2020,25 June 2020
G0008,Carbanak,intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,group,uses,S0030,Carbanak,malware--72f54d66-675d-4587-9bd3-4ed09f9522e4,software,(Citation: Kaspersky Carbanak),relationship--8ab176f0-009f-49e9-ba4b-f476c33697f4,31 May 2017,22 March 2019
G0008,Carbanak,intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: Kaspersky Carbanak),relationship--c4bea2b7-e8a2-45d0-bac2-4d82576c1521,31 May 2017,22 March 2019
G0008,Carbanak,intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: Kaspersky Carbanak),relationship--d0f797ce-9176-4b74-8d64-fad4e1bdef4f,31 May 2017,22 March 2019
G0008,Carbanak,intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,group,uses,S0108,netsh,tool--5a63f900-5e7e-4928-a746-dd4558e1df71,software,(Citation: Group-IB Anunak),relationship--e2e2d332-f27b-46fb-b48f-4ee1872b321f,31 May 2017,22 March 2019
G0114,Chimera,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,group,uses,S0521,BloodHound,tool--066b057c-944e-4cfc-b654-e3dfba04b926,software,(Citation: Cycraft Chimera April 2020),relationship--5db02c00-0d28-4831-bad9-66737bb62eca,28 October 2020,06 February 2023
G0114,Chimera,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,group,uses,S0154,Cobalt Strike,malware--a7881f21-e978-4fe4-af56-92c9416a2616,software,(Citation: Cycraft Chimera April 2020)(Citation: NCC Group Chimera January 2021),relationship--f7120568-70db-4111-985c-9970775206c1,06 November 2020,06 February 2023
G0114,Chimera,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: Cycraft Chimera April 2020)(Citation: NCC Group Chimera January 2021),relationship--be49ddce-5925-4fb2-8822-0b665d9aa812,22 September 2020,06 February 2023
G0114,Chimera,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,group,uses,S0039,Net,tool--03342581-f790-4f03-ba41-e82e67392e23,software,(Citation: NCC Group Chimera January 2021),relationship--b626d35a-2ddd-425a-97bc-84c328b57726,22 January 2021,22 January 2021
G0114,Chimera,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: NCC Group Chimera January 2021),relationship--0a3dbe33-465a-421e-82ca-573d2ca25691,22 January 2021,22 January 2021
G0114,Chimera,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,group,uses,S0404,esentutl,tool--c256da91-6dd5-40b2-beeb-ee3b22ab3d27,software,(Citation: NCC Group Chimera January 2021),relationship--93bc896f-d2c2-4d6b-b231-fdc084aeed69,22 January 2021,22 January 2021
G0003,Cleaver,intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: Cylance Cleaver),relationship--b08e3c96-25a7-412f-bbfb-63e010ef3891,31 May 2017,22 July 2022
G0003,Cleaver,intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063,group,uses,S0056,Net Crawler,malware--fde50aaa-f5de-4cb8-989a-babb57d6a704,software,(Citation: Cylance Cleaver),relationship--16fd44bf-405b-49c1-96d7-0cacb5d65e74,31 May 2017,22 July 2022
G0003,Cleaver,intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: Cylance Cleaver),relationship--3cd8ef78-9d92-4e28-97ae-5bd6c698bfec,31 May 2017,22 July 2022
G0003,Cleaver,intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063,group,uses,S0004,TinyZBot,malware--c0c45d38-fe57-4cd4-b2b2-9ecd0ddd4ca9,software,(Citation: Cylance Cleaver),relationship--49957d89-7449-476a-b542-d7811a86c230,31 May 2017,22 July 2022
G0080,Cobalt Group,intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,group,uses,S0154,Cobalt Strike,malware--a7881f21-e978-4fe4-af56-92c9416a2616,software,(Citation: Talos Cobalt Group July 2018)(Citation: PTSecurity Cobalt Group Aug 2017)(Citation: Group IB Cobalt Aug 2017)(Citation: Proofpoint Cobalt June 2017) (Citation: RiskIQ Cobalt Nov 2017)(Citation: RiskIQ Cobalt Jan 2018)(Citation: Crowdstrike Global Threat Report Feb 2018)(Citation: TrendMicro Cobalt Group Nov 2017),relationship--bab233b8-640c-4a8b-90fa-d5b959adefbb,06 November 2020,23 December 2022
G0080,Cobalt Group,intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: PTSecurity Cobalt Group Aug 2017)(Citation: PTSecurity Cobalt Dec 2016)(Citation: Group IB Cobalt Aug 2017),relationship--4807dbdc-6bcb-4aed-96f4-a782551eaefe,17 October 2018,26 July 2019
G0080,Cobalt Group,intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,group,uses,S0284,More_eggs,malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4,software,(Citation: Talos Cobalt Group July 2018)(Citation: Crowdstrike GTR2020 Mar 2020),relationship--a80751f1-8def-4415-a38b-35ceb703244c,17 October 2018,11 December 2020
G0080,Cobalt Group,intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: PTSecurity Cobalt Group Aug 2017)(Citation: Group IB Cobalt Aug 2017),relationship--e46dc495-5581-471c-84b5-b0dd825471f9,17 October 2018,26 July 2019
G0080,Cobalt Group,intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,group,uses,S0195,SDelete,tool--d8d19e33-94fd-4aa3-b94a-08ee801a2153,software,(Citation: PTSecurity Cobalt Dec 2016),relationship--ae11039c-6711-4860-a1b6-c7a8e0bcbbfb,17 October 2018,26 July 2019
G0080,Cobalt Group,intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,group,uses,S0646,SpicyOmelette,malware--599cd7b5-37b5-4cdd-8174-2811531ce9d0,software,(Citation: Secureworks GOLD KINGSWOOD September 2018),relationship--a9062522-1891-4405-b8e6-f6465834c18a,15 October 2021,15 October 2021
G0142,Confucius,intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,group,uses,S0670,WarzoneRAT,malware--fde19a18-e502-467f-be14-58c71b4e7f4b,software,(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Confucius APT Jan 2021),relationship--994462e4-b75a-45b5-9b63-43e449bb1b10,27 December 2021,30 June 2022
G0052,CopyKittens,intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a,group,uses,S0154,Cobalt Strike,malware--a7881f21-e978-4fe4-af56-92c9416a2616,software,(Citation: ClearSky Wilted Tulip July 2017),relationship--82c12a79-e80d-4eba-91ab-d14fd98cb539,06 November 2020,06 November 2020
G0052,CopyKittens,intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a,group,uses,S0363,Empire,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,software,(Citation: ClearSky Wilted Tulip July 2017),relationship--a622b97a-e473-45a5-9e93-85c883f02074,12 March 2019,03 May 2019
G0052,CopyKittens,intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a,group,uses,S0167,Matryoshka,malware--1cc934e4-b01d-4543-a011-b988dfc1a458,software,(Citation: ClearSky Wilted Tulip July 2017),relationship--fe46e6be-a008-490a-b0b1-243b8445824e,04 March 2021,04 March 2021
G0052,CopyKittens,intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a,group,uses,S0164,TDTESS,malware--0b32ec39-ba61-4864-9ebe-b4b0b73caf9a,software,(Citation: ClearSky Wilted Tulip July 2017),relationship--dc4e54ed-ca71-4dd1-a61e-714222c0c76d,16 January 2018,03 May 2019
G0070,Dark Caracal,intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,group,uses,S0234,Bandook,malware--835a79f1-842d-472d-b8f4-d54b545c341b,software,(Citation: Lookout Dark Caracal Jan 2018)(Citation: CheckPoint Bandook Nov 2020) ,relationship--e30bb29e-1f1c-4d68-9720-ae99da0c84ee,17 October 2018,31 May 2021
G0070,Dark Caracal,intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,group,uses,S0235,CrossRAT,malware--a5e91d50-24fa-44ec-9894-39a88f658cea,software,(Citation: Lookout Dark Caracal Jan 2018),relationship--c79ca18d-b316-476e-8adf-df28a4b40074,17 October 2018,16 July 2019
G0070,Dark Caracal,intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,group,uses,S0182,FinFisher,malware--a5528622-3a8a-4633-86ce-8cdaf8423858,software,(Citation: Lookout Dark Caracal Jan 2018),relationship--312950f2-80d2-4941-bfce-b97b2cb7a1ff,17 October 2018,16 July 2019
G0079,DarkHydrus,intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01,group,uses,S0154,Cobalt Strike,malware--a7881f21-e978-4fe4-af56-92c9416a2616,software,(Citation: Unit 42 DarkHydrus July 2018)(Citation: Unit 42 Playbook Dec 2017),relationship--8d1da663-a3eb-4464-9be1-b43b8671e599,06 November 2020,06 November 2020
G0079,DarkHydrus,intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: Unit 42 DarkHydrus July 2018)(Citation: Unit 42 Playbook Dec 2017),relationship--17aef45b-9a3c-4192-af31-4a21300a90e0,17 October 2018,22 April 2019
G0079,DarkHydrus,intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01,group,uses,S0270,RogueRobin,malware--8ec6e3b4-b06d-4805-b6aa-af916acc2122,software,(Citation: Unit 42 DarkHydrus July 2018)(Citation: Unit42 DarkHydrus Jan 2019),relationship--87f40abf-4ee5-4f56-8150-97e0dd823a93,17 October 2018,22 April 2019
G0105,DarkVishnya,intrusion-set--813636db-3939-4a45-bea9-6113e970c029,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: Securelist DarkVishnya Dec 2018) ,relationship--475fef11-3344-4305-9710-cc41ba8acc0a,15 May 2020,15 May 2020
G0105,DarkVishnya,intrusion-set--813636db-3939-4a45-bea9-6113e970c029,group,uses,S0191,Winexe,tool--96fd6cc4-a693-4118-83ec-619e5352d07d,software,(Citation: Securelist DarkVishnya Dec 2018) ,relationship--29b5ee68-0bb0-4264-a781-ece3014fb3dd,15 May 2020,15 May 2020
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,S0021,Derusbi,malware--94379dec-5c87-49db-b36e-66abc0b81344,software,(Citation: ThreatConnect Anthem),relationship--ba4e03d1-f9b6-442d-974b-2fb7feddb551,31 May 2017,22 March 2019
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,S0080,Mivast,malware--fbb470da-1d44-4f29-bbb3-9efbe20f94a3,software,(Citation: Symantec Black Vine),relationship--235fe6f1-66d1-4cf4-adb9-3bc7f081144a,31 May 2017,20 July 2022
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,S0039,Net,tool--03342581-f790-4f03-ba41-e82e67392e23,software,(Citation: Alperovitch 2014),relationship--2df910df-37cc-4349-96c3-f938fa5a9054,31 May 2017,20 July 2022
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,S0097,Ping,tool--b77b563c-34bb-4fb8-86a3-3694338f7b47,software,(Citation: Alperovitch 2014),relationship--2ce2f87e-527d-4bc1-9ba1-79ade0a4db59,17 October 2018,20 July 2022
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,S0074,Sakula,malware--96b08451-b27a-4ff6-893f-790e26393a8e,software,(Citation: ThreatConnect Anthem),relationship--70dc6b5c-c524-429e-a6ab-0dd40f0482c1,31 May 2017,22 March 2019
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,S0142,StreamEx,malware--91000a8a-58cc-4aba-9ad0-993ad6302b86,software,(Citation: Cylance Shell Crew Feb 2017),relationship--66a3ab46-abcb-4234-a786-638044cfc50e,31 May 2017,22 March 2019
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,S0057,Tasklist,tool--2e45723a-31da-4a7e-aaa6-e01998a6788f,software,(Citation: Alperovitch 2014),relationship--9d081347-3446-47a4-b5a9-d7a9d2d499e7,31 May 2017,20 July 2022
G0017,DragonOK,intrusion-set--f3bdec95-3d62-42d9-a840-29630f6cdc1a,group,uses,S0013,PlugX,malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd,software,(Citation: New DragonOK),relationship--ee2739de-6829-4c73-b72b-91ba4b9fac5c,31 May 2017,22 March 2019
G0017,DragonOK,intrusion-set--f3bdec95-3d62-42d9-a840-29630f6cdc1a,group,uses,S0012,PoisonIvy,malware--b42378e0-f147-496f-992a-26a49705395b,software,(Citation: Operation Quantum Entanglement),relationship--8797579b-e3be-4209-a71b-255a4d08243d,31 May 2017,22 March 2019
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0093,Backdoor.Oldrea,malware--083bb47b-02c8-4423-81a2-f9ef58572974,software,(Citation: Symantec Dragonfly)(Citation: Gigamon Berserk Bear October 2021),relationship--d4968f45-d06b-4843-8f72-6e08beb94cab,31 May 2017,07 December 2021
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0488,CrackMapExec,tool--c4810609-7da6-48ec-8057-1b70a7814db0,software,(Citation: Secureworks IRON LIBERTY July 2019)(Citation: US-CERT TA18-074A),relationship--a60d34fc-9c1e-4b36-a82b-56258445c7f0,12 October 2021,07 December 2021
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0357,Impacket,tool--26c87906-d750-42c5-946c-d4162c73fc7b,software,(Citation: US-CERT TA18-074A)(Citation: Core Security Impacket),relationship--68ece5ad-73bd-4562-ac08-877bd1e18f79,07 December 2021,06 February 2023
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0500,MCMD,tool--975737f1-b10d-476f-8bda-3ec26ea57172,software,(Citation: Secureworks MCMD July 2019),relationship--18210ad3-d5ed-414e-9b7d-04fc622dc2e9,07 December 2021,07 December 2021
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: Secureworks IRON LIBERTY July 2019),relationship--dfd6892f-82a4-4db4-a132-3d6f221e55f4,12 August 2020,12 August 2020
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0039,Net,tool--03342581-f790-4f03-ba41-e82e67392e23,software,(Citation: US-CERT TA18-074A),relationship--2c9e64fa-52a5-4233-a1b7-333e5d7b9d40,07 December 2021,07 December 2021
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: Secureworks IRON LIBERTY July 2019)(Citation: US-CERT TA18-074A)(Citation: Symantec Dragonfly Sept 2017)(Citation: Gigamon Berserk Bear October 2021),relationship--e068332d-0b1c-4aba-a60f-37c640e20d10,12 August 2020,08 December 2021
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0075,Reg,tool--cde2d700-9ed1-46cf-9bce-07364fe8b24f,software,(Citation: US-CERT TA18-074A),relationship--b0198291-ac44-47c5-9730-c11acfb1999d,07 December 2021,07 December 2021
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0094,Trojan.Karagany,malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d,software,(Citation: Symantec Dragonfly)(Citation: Secureworks Karagany July 2019)(Citation: Gigamon Berserk Bear October 2021),relationship--fa9a8640-75e5-458c-99c0-e5e85aa32a77,31 May 2017,07 December 2021
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,S0108,netsh,tool--5a63f900-5e7e-4928-a746-dd4558e1df71,software,(Citation: US-CERT TA18-074A),relationship--fc6b1d58-05bf-41a0-a7fd-fcbbae894430,07 December 2021,07 December 2021
G1011,EXOTIC LILY,intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,group,uses,S0534,Bazar,malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,software,(Citation: Google EXOTIC LILY March 2022),relationship--0277787b-6419-4371-aa5d-77b2d0cc025f,18 August 2022,18 August 2022
G1011,EXOTIC LILY,intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,group,uses,S1039,Bumblebee,malware--04378e79-4387-468a-a8f7-f974b8254e44,software,(Citation: Google EXOTIC LILY March 2022),relationship--b2a03f9f-883b-4ced-b4a2-cd49d8e7a3aa,22 August 2022,22 August 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0154,Cobalt Strike,malware--a7881f21-e978-4fe4-af56-92c9416a2616,software,(Citation: TrendMicro EarthLusca 2022),relationship--9889f167-2a60-4e32-8d2a-410f485551b7,01 July 2022,01 July 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: TrendMicro EarthLusca 2022),relationship--09c54ed8-4b03-4e39-b364-bf2e751dbe06,18 July 2022,18 July 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0590,NBTscan,tool--b63970b7-ddfb-4aee-97b1-80d335e033a8,software,(Citation: TrendMicro EarthLusca 2022),relationship--e1130af1-b49f-4106-8846-7f3e65a65535,18 July 2022,18 July 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0359,Nltest,tool--981acc4c-2ede-4b56-be6e-fa1a75f37acf,software,(Citation: TrendMicro EarthLusca 2022),relationship--c336d7c6-0876-445c-8197-924eae28bc16,09 September 2022,09 September 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0194,PowerSploit,tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d,software,(Citation: TrendMicro EarthLusca 2022),relationship--427f7417-6d8a-4b0b-8bcf-a6acdd28586e,18 July 2022,18 July 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0596,ShadowPad,malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc,software,(Citation: TrendMicro EarthLusca 2022),relationship--f23cf8d3-0b34-4f09-bef1-98d27c33909a,01 July 2022,01 July 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0057,Tasklist,tool--2e45723a-31da-4a7e-aaa6-e01998a6788f,software,(Citation: TrendMicro EarthLusca 2022),relationship--62a11eb5-d59b-49d3-b4b5-d88e3cb4e538,09 September 2022,09 September 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0430,Winnti for Linux,malware--8787e86d-8475-4f13-acea-d33eb83b6105,software,(Citation: TrendMicro EarthLusca 2022),relationship--c15dcb96-82f8-4f6e-bfc2-8d636d71567a,01 July 2022,01 July 2022
G1006,Earth Lusca,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,group,uses,S0160,certutil,tool--0a68f1f1-da74-4d28-8d9a-696c082706cc,software,(Citation: TrendMicro EarthLusca 2022),relationship--8b18d3d9-154d-435a-a174-d84ef5961ec8,01 July 2022,01 July 2022
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0204,Briba,malware--79499993-a8d6-45eb-b343-bf58dea5bdde,software,(Citation: Symantec Elderwood Sept 2012),relationship--2d20e20c-7f01-4834-88de-030ca09ee540,18 April 2018,06 January 2021
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0203,Hydraq,malware--73a4793a-ce55-4159-b2a6-208ef29b326f,software,(Citation: Symantec Elderwood Sept 2012),relationship--4a851ebf-c021-4ab1-a02f-84b03d65fdda,18 April 2018,06 January 2021
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0211,Linfo,malware--e9e9bfe2-76f4-4870-a2a1-b7af89808613,software,(Citation: Symantec Elderwood Sept 2012),relationship--50cc59f8-6d62-4140-b5c6-40da528a5e13,18 April 2018,06 January 2021
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0205,Naid,malware--48523614-309e-43bf-a2b8-705c2b45d7b2,software,(Citation: Symantec Elderwood Sept 2012),relationship--13c8251c-f380-425c-b762-2298e5802dee,18 April 2018,06 January 2021
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0210,Nerex,malware--c251e4a5-9a2e-4166-8e42-442af75c3b9a,software,(Citation: Symantec Elderwood Sept 2012),relationship--5406867b-20fe-43e3-bd64-6816ba340b60,18 April 2018,06 January 2021
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0208,Pasam,malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae,software,(Citation: Symantec Elderwood Sept 2012),relationship--f718c8ae-859f-4987-bf8c-9fac91a610bf,18 April 2018,06 January 2021
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0012,PoisonIvy,malware--b42378e0-f147-496f-992a-26a49705395b,software,(Citation: Symantec Elderwood Sept 2012),relationship--003f23dd-24c7-4b3b-b703-0bf081d638f4,17 October 2018,06 January 2021
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0207,Vasport,malware--f4d8a2d6-c684-453a-8a14-cf4a94f755c5,software,(Citation: Symantec Elderwood Sept 2012),relationship--77426812-954b-49dd-9db8-c3aa99113678,18 April 2018,06 January 2021
G0066,Elderwood,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,group,uses,S0206,Wiarp,malware--039814a0-88de-46c5-a4fb-b293db21880a,software,(Citation: Symantec Elderwood Sept 2012),relationship--949c94e6-7c2f-4605-957f-11b7cd5a6097,18 April 2018,06 January 2021
G1003,Ember Bear,intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,group,uses,S1017,OutSteel,malware--c113230f-f044-423b-af63-9b63c802f5ae,software,(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),relationship--176faf41-d8c0-4de5-a31e-010f3bad13f3,09 June 2022,09 June 2022
G1003,Ember Bear,intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,group,uses,S1018,Saint Bot,malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,software,(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),relationship--60988a82-9b9f-4e52-899b-f17dee1af53e,09 June 2022,09 June 2022
G1003,Ember Bear,intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,group,uses,S0689,WhisperGate,malware--49fee0b0-390e-4bde-97f8-97ed46bd19b7,software,(Citation: CrowdStrike Ember Bear Profile March 2022)(Citation: Mandiant UNC2589 March 2022),relationship--a9200a4f-271b-4b13-864b-a3e21de3c9f2,09 June 2022,09 June 2022
G0120,Evilnum,intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de,group,uses,S0568,EVILNUM,malware--7cdfccda-2950-4167-981a-60872ff5d0db,software,(Citation: Prevailion EvilNum May 2020),relationship--81cf0260-877d-47ba-b98d-5d2cea453cdf,03 February 2021,19 January 2022
